instance,run,seed,profit,weight,capacity,time_ms,valid,algorithm
18I3,5,21472,4460,4000,4000,10000,true,ILS
18I4,1,22032,4469,3999,4000,10000,true,ILS
18I4,2,8669,4498,3998,4000,10000,true,ILS
18I4,3,11501,4470,4000,4000,10000,true,ILS
18I4,4,19511,4460,4000,4000,10000,true,ILS
18I4,5,21025,4496,3996,4000,10000,true,ILS
18I5,1,30027,4480,4000,4000,10000,true,ILS
18I5,2,18641,4470,4000,4000,10000,true,ILS
18I5,3,19315,4485,3995,4000,10000,true,ILS
18I5,4,27140,4479,3999,4000,10000,true,ILS
18I5,5,24466,4466,3996,4000,10000,true,ILS
19I1,1,9046,4390,4000,4000,10000,true,ILS
19I1,2,14704,4390,4000,4000,10000,true,ILS
19I1,3,1281,4370,4000,4000,10000,true,ILS
19I1,4,25454,4388,3998,4000,10000,true,ILS
19I1,5,25749,4380,4000,4000,10000,true,ILS
19I2,1,30446,4380,4000,4000,10000,true,ILS
19I2,2,18540,4380,4000,4000,10000,true,ILS
19I2,3,1157,4389,3999,4000,10000,true,ILS
19I2,4,24520,4398,3998,4000,10000,true,ILS
19I2,5,24868,4389,3999,4000,10000,true,ILS
19I3,1,17553,4379,3999,4000,10000,true,ILS
19I3,2,30057,4390,4000,4000,10000,true,ILS
19I3,3,5939,4390,4000,4000,10000,true,ILS
19I3,4,26704,4380,4000,4000,10000,true,ILS
19I3,5,17587,4398,3998,4000,10000,true,ILS
19I4,1,1639,4392,3992,4000,10000,true,ILS
19I4,2,28132,4387,3997,4000,10000,true,ILS
19I4,3,41,4389,3999,4000,10000,true,ILS
19I4,4,338,4390,4000,4000,10000,true,ILS
19I4,5,15101,4383,3993,4000,10000,true,ILS
19I5,1,13537,4370,4000,4000,10000,true,ILS
19I5,2,21415,4380,4000,4000,10000,true,ILS
19I5,3,22425,4380,4000,4000,10000,true,ILS
19I5,4,5125,4397,3997,4000,10000,true,ILS
19I5,5,14906,4388,3998,4000,10000,true,ILS
20I1,1,7039,4320,4000,4000,10000,true,ILS
20I1,2,27516,4310,4000,4000,10000,true,ILS
20I1,3,954,4330,4000,4000,10000,true,ILS
20I1,4,28374,4340,4000,4000,10000,true,ILS
20I1,5,31522,4330,4000,4000,10000,true,ILS
20I2,1,25270,4310,4000,4000,10000,true,ILS
20I2,2,29910,4310,4000,4000,10000,true,ILS
20I2,3,8638,4320,4000,4000,10000,true,ILS
20I2,4,7903,4320,4000,4000,10000,true,ILS
20I2,5,30449,4330,4000,4000,10000,true,ILS
20I3,1,13634,4323,3993,4000,10000,true,ILS
20I3,2,25091,4314,3994,4000,10000,true,ILS
20I3,3,15410,4320,4000,4000,10000,true,ILS
20I3,4,12411,4333,3993,4000,10000,true,ILS
20I3,5,5642,4320,4000,4000,10000,true,ILS
20I4,1,4225,4330,4000,4000,10000,true,ILS
20I4,2,25628,4309,3999,4000,10000,true,ILS
20I4,3,15576,4320,4000,4000,10000,true,ILS
20I4,4,717,4310,4000,4000,10000,true,ILS
20I4,5,10999,4329,3999,4000,10000,true,ILS
20I5,1,26310,4320,4000,4000,10000,true,ILS
20I5,2,24251,4320,4000,4000,10000,true,ILS
20I5,3,16711,4319,3999,4000,10000,true,ILS
20I5,4,3863,4320,4000,4000,10000,true,ILS
20I5,5,26063,4330,4000,4000,10000,true,ILS
# --- Group 1 (1I1-10I5,50 instances) ---
# group1_best_profit=2790
# group1_mean_profit=2286.68
# group1_median_profit=2560.00
# group1_stddev_profit=533.48
# group1_mean_time_ms=10000.00
# --- Group 2 (11I1-20I5,50 instances) ---
# group2_best_profit=4920
# group2_mean_profit=4524.63
# group2_median_profit=4460.00
# group2_stddev_profit=195.58
# group2_mean_time_ms=10000.12
# --- Overall ---
# overall_best_profit=4920
# overall_mean_profit=3405.66
# overall_median_profit=3544.50
# overall_stddev_profit=1189.84
# overall_mean_time_ms=10000.06
# invalid_count=0
