instance,run,seed,profit,weight,capacity,time_ms,valid,algorithm
2I1,1,6070,1835,1625,1800,1,true,VND
2I1,2,2105,1835,1625,1800,1,true,VND
2I1,3,32731,1835,1625,1800,1,true,VND
2I1,4,23511,1835,1625,1800,1,true,VND
2I1,5,20513,1835,1625,1800,1,true,VND
2I2,1,31582,1947,1717,1800,1,true,VND
2I2,2,4752,1947,1717,1800,1,true,VND
2I2,3,26164,1947,1717,1800,1,true,VND
2I2,4,23698,1947,1717,1800,1,true,VND
2I2,5,32266,1947,1717,1800,1,true,VND
2I3,1,27584,1925,1684,1800,1,true,VND
2I3,2,19852,1925,1684,1800,2,true,VND
2I3,3,1589,1925,1684,1800,1,true,VND
2I3,4,16198,1925,1684,1800,1,true,VND
2I3,5,12481,1925,1684,1800,1,true,VND
2I4,1,27350,1985,1755,1800,1,true,VND
2I4,2,14645,1985,1755,1800,1,true,VND
2I4,3,13725,1985,1755,1800,1,true,VND
2I4,4,16664,1985,1755,1800,1,true,VND
2I4,5,439,1985,1755,1800,1,true,VND
2I5,1,24711,2029,1799,1800,1,true,VND
2I5,2,463,2029,1799,1800,1,true,VND
2I5,3,1740,2029,1799,1800,1,true,VND
2I5,4,8852,2029,1799,1800,1,true,VND
2I5,5,600,2029,1799,1800,1,true,VND
3I1,1,30237,1533,1363,1800,1,true,VND
3I1,2,30819,1533,1363,1800,1,true,VND
3I1,3,21803,1533,1363,1800,1,true,VND
3I1,4,26875,1533,1363,1800,1,true,VND
3I1,5,1236,1533,1363,1800,1,true,VND
3I2,1,6143,1577,1407,1800,1,true,VND
3I2,2,3086,1577,1407,1800,1,true,VND
3I2,3,4864,1577,1407,1800,1,true,VND
3I2,4,15741,1577,1407,1800,1,true,VND
3I2,5,13571,1577,1407,1800,1,true,VND
3I3,1,152,1611,1441,1800,1,true,VND
3I3,2,15896,1611,1441,1800,1,true,VND
3I3,3,5902,1611,1441,1800,1,true,VND
3I3,4,20715,1611,1441,1800,1,true,VND
3I3,5,7108,1611,1441,1800,1,true,VND
3I4,1,10859,1577,1397,1800,1,true,VND
3I4,2,10701,1577,1397,1800,1,true,VND
3I4,3,26602,1577,1397,1800,1,true,VND
3I4,4,19562,1577,1397,1800,1,true,VND
3I4,5,20906,1577,1397,1800,1,true,VND
3I5,1,16087,1449,1269,1800,1,true,VND
3I5,2,8179,1449,1269,1800,2,true,VND
3I5,3,22307,1449,1269,1800,1,true,VND
3I5,4,27129,1449,1269,1800,1,true,VND
3I5,5,11741,1449,1269,1800,1,true,VND
4I1,1,25730,981,871,1800,0,true,VND
4I1,2,29041,981,871,1800,0,true,VND
4I1,3,8607,981,871,1800,0,true,VND
4I1,4,21583,981,871,1800,0,true,VND
4I1,5,14132,981,871,1800,0,true,VND
4I2,1,12128,1118,1008,1800,0,true,VND
4I2,2,28510,1118,1008,1800,0,true,VND
4I2,3,16343,1118,1008,1800,0,true,VND
4I2,4,29414,1118,1008,1800,0,true,VND
4I2,5,32539,1118,1008,1800,0,true,VND
4I3,1,24859,1129,1009,1800,0,true,VND
4I3,2,942,1129,1009,1800,0,true,VND
4I3,3,21114,1129,1009,1800,0,true,VND
4I3,4,6974,1129,1009,1800,0,true,VND
4I3,5,20123,1129,1009,1800,1,true,VND
4I4,1,235,1209,1089,1800,0,true,VND
4I4,2,29817,1209,1089,1800,0,true,VND
4I4,3,10367,1209,1089,1800,0,true,VND
4I4,4,16905,1209,1089,1800,0,true,VND
4I4,5,23057,1209,1089,1800,0,true,VND
4I5,1,12290,957,837,1800,1,true,VND
4I5,2,8500,957,837,1800,1,true,VND
4I5,3,28874,957,837,1800,1,true,VND
4I5,4,2223,957,837,1800,1,true,VND
4I5,5,14582,957,837,1800,1,true,VND
5I1,1,20603,2559,1799,1800,919,true,VND
5I1,2,9628,2559,1799,1800,951,true,VND
5I1,3,7405,2559,1799,1800,876,true,VND
5I1,4,17698,2559,1799,1800,922,true,VND
5I1,5,5948,2559,1799,1800,874,true,VND
5I2,1,15967,2540,1800,1800,819,true,VND
5I2,2,24300,2540,1800,1800,773,true,VND
5I2,3,12073,2540,1800,1800,816,true,VND
5I2,4,14321,2540,1800,1800,857,true,VND
5I2,5,9481,2540,1800,1800,775,true,VND
5I3,1,3993,2580,1800,1800,980,true,VND
5I3,2,3140,2580,1800,1800,953,true,VND
5I3,3,11229,2580,1800,1800,942,true,VND
5I3,4,138,2580,1800,1800,978,true,VND
5I3,5,23347,2580,1800,1800,945,true,VND
5I4,1,27797,2560,1800,1800,1051,true,VND
5I4,2,31579,2560,1800,1800,897,true,VND
5I4,3,18161,2560,1800,1800,937,true,VND
5I4,4,3249,2560,1800,1800,982,true,VND
5I4,5,31681,2560,1800,1800,897,true,VND
5I5,1,1344,2600,1800,1800,1025,true,VND
5I5,2,4841,2600,1800,1800,1023,true,VND
5I5,3,6945,2600,1800,1800,1031,true,VND
5I5,4,23991,2600,1800,1800,1119,true,VND
5I5,5,14712,2600,1800,1800,1031,true,VND
6I1,1,28121,2700,2000,2000,632,true,VND
6I1,2,5330,2700,2000,2000,623,true,VND
6I1,3,30128,2700,2000,2000,626,true,VND
6I1,4,21275,2700,2000,2000,629,true,VND
6I1,5,29977,2700,2000,2000,627,true,VND
6I2,1,567,2710,2000,2000,637,true,VND
